山东省发展和改革委员会,http://www.sdfgw.gov.cn/
山东省经济和信息化委员会,http://www.sdeic.gov.cn/
山东省教育厅,http://www.sdedu.gov.cn/
山东省科学技术厅,http://www.sdstc.gov.cn/
山东省民族事务委员会,http://www.sdmw.gov.cn/
山东省公安厅,http://www.sdga.gov.cn/
山东省监察厅,http://www.mirror.gov.cn/
山东省民政厅,http://www.sdmz.gov.cn/
山东省司法厅,http://www.sdsft.gov.cn/
山东省财政厅,http://www.sdcz.gov.cn/
山东省人力资源和社会保障厅,http://www.sdhrss.gov.cn/
山东省国土资源厅,http://www.sddlr.gov.cn/
山东省住房和城乡建设厅,http://www.sdjs.gov.cn/
山东省交通运输厅,http://www.sdjt.gov.cn/
山东省水利厅,http://www.sdwr.gov.cn/
山东省农业厅,http://www.sdny.gov.cn/
山东省海洋与渔业厅,http://www.hssd.gov.cn/
山东省林业厅,http://www.sdly.gov.cn/
山东省商务厅,http://www.shandongbusiness.gov.cn/
山东省文化厅,http://www.sdwht.gov.cn/
山东省卫生和计划生育委员会,http://www.sdwsjs.gov.cn/
山东省审计厅,http://www.sdaudit.gov.cn/
山东省环境保护厅,http://www.sdein.gov.cn/
山东省人民政府外事办公室,http://www.sdfao.gov.cn/
山东省旅游发展委员会,http://www.sdta.gov.cn/
山东省人民政府国有资产监督管理委员会,http://www.sdsgzw.gov.cn/