省政府办公厅,http://www.henan.gov.cn/zwgk/system/2008/05/09/010071822.shtml
省发展改革委,http://www.henan.gov.cn/zwgk/zfld/bmld/fgw/
省教育厅,http://www.henan.gov.cn/zwgk/zfld/bmld/jyt/
省科技厅,http://www.henan.gov.cn/zwgk/zfld/bmld/kjt/
省工业和信息化委员会,http://www.henan.gov.cn/zwgk/zfld/bmld/xxcyt/
省民委,http://www.henan.gov.cn/zwgk/zfld/bmld/smw/
省公安厅,http://www.henan.gov.cn/zwgk/zfld/bmld/gat/
省监察厅,http://www.henan.gov.cn/zwgk/zfld/bmld/jct/
省民政厅,http://www.henan.gov.cn/zwgk/zfld/bmld/mzt/
省司法厅,http://www.henan.gov.cn/zwgk/zfld/bmld/sft/
省财政厅,http://www.henan.gov.cn/zwgk/zfld/bmld/czt/
省人力资源社会保障厅,http://www.henan.gov.cn/zwgk/zfld/bmld/rst/
省国土资源厅,http://www.henan.gov.cn/zwgk/zfld/bmld/gtzyt/
省环保厅,http://www.henan.gov.cn/zwgk/zfld/bmld/hbj/
省住房城乡建设厅,http://www.henan.gov.cn/zwgk/zfld/bmld/jst/
省交通运输厅,http://www.henan.gov.cn/zwgk/zfld/bmld/jtt/
省水利厅,http://www.henan.gov.cn/zwgk/zfld/bmld/slt/
省农业厅,http://www.henan.gov.cn/zwgk/zfld/bmld/nyt/
省林业厅,http://www.henan.gov.cn/zwgk/zfld/bmld/lyt/
省商务厅,http://www.henan.gov.cn/zwgk/zfld/bmld/swt/
省文化厅,http://www.henan.gov.cn/zwgk/zfld/bmld/wht/
省卫生和计划生育委员会,http://www.henan.gov.cn/zwgk/zfld/bmld/wst/
省审计厅,http://www.henan.gov.cn/zwgk/zfld/bmld/sjt/
省政府外侨办,http://www.henan.gov.cn/zwgk/zfld/bmld/wsb/
省政府国资委,http://www.henan.gov.cn/zwgk/zfld/bmld/gzw/