省政府办公厅,http://www.hlj.gov.cn/gkml/szdw.html?p=1&d=1
省发展和改革委员会,http://www.hljdpc.gov.cn/
省工业和信息化委员会,http://www.hljiic.gov.cn/
省教育厅,http://www.hljedu.gov.cn/
省科学技术厅,http://www.hljkjt.gov.cn/
省民族事务委员会,http://www.hljeac.gov.cn/
省公安厅,http://www.hljga.gov.cn/
省外事办公室,http://www.hljfao.gov.cn/
省监察厅,http://www.hljjjjc.gov.cn/
省民政厅,http://www.hljmzt.gov.cn/
省司法厅,http://www.hljsf.gov.cn/
省财政厅,http://www.hljczt.gov.cn/
省人力资源和社会保障厅,http://hl.lss.gov.cn/
省国土资源厅,http://www.hljlr.gov.cn/
省环境保护厅,http://www.hljdep.gov.cn/
省住房和城乡建设厅,http://www.hljjs.gov.cn/
省交通运输厅,http://www.hljjt.gov.cn/
省农业委员会,http://www.hljagri.gov.cn/
省水利厅,http://www.hljsl.gov.cn/
省林业厅,http://www.hljforest.gov.cn/
省商务厅,http://www.hljswt.gov.cn/
省文化厅,http://www.hljwht.gov.cn/
省卫生和计划生育委员会,http://www.hljhfpc.gov.cn/
省审计厅,http://www.hljaudit.gov.cn/
省旅游发展委员会,http://www.hljtour.gov.cn/indao-2.jsp
省国有资产监督管理委员会,http://www.hljgzw.gov.cn/